id,code,code_name,f_code,f_time_from,f_time_to,f_price,fees,total_price,from,airport_from,to,airport_to,type
vna16169850964,vna,Vietnam Airlines,VN1186,16:55:00 01/04/2021,19:00:00 01/04/2021,509000,671000,1180000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EC)-E
vna16169851005,vna,Vietnam Airlines,VN1178,17:20:00 01/04/2021,19:25:00 01/04/2021,509000,671000,1180000,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Economy (EC)-E
vj16169851035,vj,Vietjet,VJ288,18:50:00 01/04/2021,20:45:00 01/04/2021,299000,660900,959900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vj16169851066,vj,Vietjet,VJ278,19:20:00 01/04/2021,21:20:00 01/04/2021,299000,660900,959900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vj16169851097,vj,Vietjet,VJ284,22:55:00 01/04/2021,00:55:00 01/04/2021,299000,660900,959900,TP HCM,Tân Sơn Nhất (SGN),Hải Phòng,Cát Bi (HPH),Eco
vj16169851180,vj,Vietjet,VJ273,08:15:00 01/04/2021,10:15:00 01/04/2021,299000,660900,959900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169851280,vna,Vietnam Airlines,VN1181,10:00:00 01/04/2021,12:15:00 01/04/2021,509000,671000,1180000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-E
vna16169851311,vna,Vietnam Airlines,VN1183,11:30:00 01/04/2021,13:40:00 01/04/2021,309000,661000,970000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16169851341,vj,Vietjet,VJ277,12:20:00 01/04/2021,14:15:00 01/04/2021,299000,660900,959900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169851382,vna,Vietnam Airlines,VN1185,13:45:00 01/04/2021,16:00:00 01/04/2021,209000,661000,870000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169851422,vj,Vietjet,VJ275,14:10:00 01/04/2021,16:10:00 01/04/2021,299000,660900,959900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169851463,vj,Vietjet,VJ271,15:15:00 01/04/2021,17:15:00 01/04/2021,299000,660900,959900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169851490,qh,Bamboo Airways,QH1547,15:15:00 01/04/2021,17:15:00 01/04/2021,199000,662000,861000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16169851533,vna,Vietnam Airlines,VN1179,16:45:00 01/04/2021,19:00:00 01/04/2021,2829000,903000,3732000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EG)-M
vna16169851564,vna,Vietnam Airlines,VN1177,17:25:00 01/04/2021,19:40:00 01/04/2021,2829000,903000,3732000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EG)-M
vj16169851604,vj,Vietjet,VJ281,17:55:00 01/04/2021,19:55:00 01/04/2021,299000,660900,959900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169851635,vna,Vietnam Airlines,VN1187,19:40:00 01/04/2021,21:55:00 01/04/2021,309000,661000,970000,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16169851665,vj,Vietjet,VJ289,20:20:00 01/04/2021,22:20:00 01/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169851706,vj,Vietjet,VJ287,21:15:00 01/04/2021,23:10:00 01/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169851737,vj,Vietjet,VJ283,21:55:00 01/04/2021,23:55:00 01/04/2021,49000,645900,694900,Hải Phòng,Cát Bi (HPH),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169851880,vj,Vietjet,VJ622,05:35:00 01/04/2021,06:55:00 01/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
qh16169851920,qh,Bamboo Airways,QH150,05:50:00 01/04/2021,07:20:00 01/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vna16169851950,vna,Pacific Airlines,VN6050,06:15:00 01/04/2021,07:35:00 01/04/2021,49000,655000,704000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vna16169851980,vna,Pacific Airlines,VN6050,06:15:00 01/04/2021,07:35:00 01/04/2021,49000,655000,704000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vna16169852011,vna,Vietnam Airlines,VN7124,06:45:00 01/04/2021,08:10:00 01/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vna16169852052,vna,Vietnam Airlines,VN112,07:05:00 01/04/2021,08:30:00 01/04/2021,509000,671000,1180000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-R
vna16169852083,vna,Vietnam Airlines,VN114,07:20:00 01/04/2021,08:45:00 01/04/2021,509000,671000,1180000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-R
vta16169852140,vta,Vietravel Airlines,VU 672,07:35:00 01/04/2021,08:55:00 01/04/2021,350000,656000,1006000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Cregow (C) - Vé không hoàn
qh16169852161,qh,Bamboo Airways,QH160,08:00:00 01/04/2021,09:30:00 01/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vna16169852194,vna,Vietnam Airlines,VN116,08:25:00 01/04/2021,09:50:00 01/04/2021,609000,681000,1290000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-N
vna16169852235,vna,Vietnam Airlines,VN7128,09:45:00 01/04/2021,11:10:00 01/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-E
vna16169852266,vna,Vietnam Airlines,VN122,09:55:00 01/04/2021,11:20:00 01/04/2021,609000,681000,1290000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-N
qh16169852302,qh,Bamboo Airways,QH152,11:05:00 01/04/2021,12:35:00 01/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vj16169852332,vj,Vietjet,VJ628,11:10:00 01/04/2021,12:30:00 01/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna16169852367,vna,Vietnam Airlines,VN7122,12:25:00 01/04/2021,13:30:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna16169852408,vna,Pacific Airlines,VN6054,12:45:00 01/04/2021,14:05:00 01/04/2021,149000,655000,804000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna16169852439,vna,Vietnam Airlines,VN128,12:45:00 01/04/2021,14:10:00 01/04/2021,409000,671000,1080000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-T
vj16169852473,vj,Vietjet,VJ620,13:15:00 01/04/2021,14:35:00 01/04/2021,1138000,724800,1862800,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),SkyBoss
vna161698525010,vna,Vietnam Airlines,VN130,13:25:00 01/04/2021,14:50:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna161698525411,vna,Vietnam Airlines,VN132,14:20:00 01/04/2021,15:45:00 01/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EC)-E
vj16169852574,vj,Vietjet,VJ654,14:45:00 01/04/2021,16:10:00 01/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vj16169852605,vj,Vietjet,VJ630,15:20:00 01/04/2021,16:35:00 01/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vj16169852646,vj,Vietjet,VJ632,15:35:00 01/04/2021,17:00:00 01/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vta16169852671,vta,Vietravel Airlines,VU 678,16:00:00 01/04/2021,17:20:00 01/04/2021,90000,650000,740000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Aregow (A) - Vé không hoàn
vna161698527012,vna,Vietnam Airlines,VN124,16:35:00 01/04/2021,18:00:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vna161698527313,vna,Vietnam Airlines,VN134,17:25:00 01/04/2021,18:50:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
qh16169852773,qh,Bamboo Airways,QH172,18:00:00 01/04/2021,19:30:00 01/04/2021,99000,662000,761000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vj16169852807,vj,Vietjet,VJ626,18:05:00 01/04/2021,19:25:00 01/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna161698528414,vna,Vietnam Airlines,VN136,18:25:00 01/04/2021,19:50:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vj16169852878,vj,Vietjet,VJ656,19:25:00 01/04/2021,20:45:00 01/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna161698529115,vna,Pacific Airlines,VN6056,19:30:00 01/04/2021,20:50:00 01/04/2021,49000,655000,704000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
qh16169852944,qh,Bamboo Airways,QH170,20:00:00 01/04/2021,21:30:00 01/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vna161698529716,vna,Vietnam Airlines,VN140,20:10:00 01/04/2021,21:35:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-P
vj16169853019,vj,Vietjet,VJ648,20:50:00 01/04/2021,22:10:00 01/04/2021,1138000,724800,1862800,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),SkyBoss
vj161698530410,vj,Vietjet,VJ650,21:10:00 01/04/2021,22:30:00 01/04/2021,99000,650900,749900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
qh16169853130,qh,Bamboo Airways,QH157,06:10:00 01/04/2021,07:40:00 01/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj16169853230,vj,Vietjet,VJ627,07:30:00 01/04/2021,08:55:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169853260,vna,Vietnam Airlines,VN141,07:45:00 01/04/2021,09:15:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169853291,vna,Pacific Airlines,VN6051,08:10:00 01/04/2021,09:30:00 01/04/2021,29000,653000,682000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169853331,vj,Vietjet,VJ647,08:10:00 01/04/2021,09:35:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169853361,qh,Bamboo Airways,QH151,08:25:00 01/04/2021,10:00:00 01/04/2021,99000,662000,761000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16169853402,vna,Vietnam Airlines,VN7127,08:55:00 01/04/2021,10:25:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169853443,vna,Vietnam Airlines,VN113,09:10:00 01/04/2021,10:40:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169853484,vna,Vietnam Airlines,VN115,09:50:00 01/04/2021,11:20:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16169853512,qh,Bamboo Airways,QH161,10:15:00 01/04/2021,11:45:00 01/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj16169853552,vj,Vietjet,VJ629,10:30:00 01/04/2021,11:50:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vta16169853590,vta,Vietravel Airlines,VU 673,10:35:00 01/04/2021,12:05:00 01/04/2021,90000,650000,740000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
vna16169853615,vna,Vietnam Airlines,VN117,11:10:00 01/04/2021,12:40:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169853666,vna,Vietnam Airlines,VN7129,11:45:00 01/04/2021,13:15:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169853697,vna,Vietnam Airlines,VN123,11:55:00 01/04/2021,13:25:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169853723,vj,Vietjet,VJ621,13:10:00 01/04/2021,14:35:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169853763,qh,Bamboo Airways,QH171,13:15:00 01/04/2021,14:45:00 01/04/2021,99000,662000,761000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vta16169853791,vta,Vietravel Airlines,VU 679,14:10:00 01/04/2021,15:30:00 01/04/2021,36000,644600,680600,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Promo1 (P) - Vé không hoàn
vna16169853838,vna,Pacific Airlines,VN6055,14:40:00 01/04/2021,16:05:00 01/04/2021,29000,653000,682000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169853869,vna,Vietnam Airlines,VN129,14:55:00 01/04/2021,16:25:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169853894,vj,Vietjet,VJ637,15:10:00 01/04/2021,16:30:00 01/04/2021,1138000,724800,1862800,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),SkyBoss
vna161698539210,vna,Vietnam Airlines,VN7123,15:20:00 01/04/2021,16:50:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161698539611,vna,Vietnam Airlines,VN131,15:30:00 01/04/2021,17:00:00 01/04/2021,409000,671000,1080000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-T
vna161698539912,vna,Vietnam Airlines,VN135,16:00:00 01/04/2021,17:30:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161698540213,vna,Vietnam Airlines,VN133,16:25:00 01/04/2021,17:55:00 01/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16169854065,vj,Vietjet,VJ623,16:55:00 01/04/2021,18:20:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169854106,vj,Vietjet,VJ625,17:05:00 01/04/2021,18:30:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169854147,vj,Vietjet,VJ645,17:35:00 01/04/2021,19:00:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161698541714,vna,Vietnam Airlines,VN125,18:40:00 01/04/2021,20:10:00 01/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161698542015,vna,Vietnam Airlines,VN137,19:45:00 01/04/2021,21:15:00 01/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169854248,vj,Vietjet,VJ643,21:20:00 01/04/2021,22:40:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161698542716,vna,Pacific Airlines,VN6057,21:25:00 01/04/2021,22:45:00 01/04/2021,29000,653000,682000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16169854304,qh,Bamboo Airways,QH191,22:10:00 01/04/2021,23:40:00 01/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj16169854349,vj,Vietjet,VJ635,22:45:00 01/04/2021,00:10:00 01/04/2021,1138000,724800,1862800,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),SkyBoss
vj161698543710,vj,Vietjet,VJ641,23:00:00 01/04/2021,00:15:00 01/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169854480,vj,Vietjet,VJ321,06:00:00 01/04/2021,07:00:00 01/04/2021,249000,655900,904900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16169854560,vna,Vietnam Airlines,VN7085,06:10:00 01/04/2021,07:15:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vna16169854601,vna,Vietnam Airlines,VN1823,06:55:00 01/04/2021,08:00:00 01/04/2021,409000,671000,1080000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-T
vna16169854632,vna,Pacific Airlines,VN6511,07:05:00 01/04/2021,08:10:00 01/04/2021,149000,655000,804000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vj16169854661,vj,Vietjet,VJ339,07:30:00 01/04/2021,08:30:00 01/04/2021,249000,655900,904900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
qh16169854700,qh,Bamboo Airways,QH1521,09:05:00 01/04/2021,10:05:00 01/04/2021,399000,672000,1071000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco Saver
vj16169854732,vj,Vietjet,VJ323,09:30:00 01/04/2021,10:30:00 01/04/2021,409000,661900,1070900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16169854773,vna,Pacific Airlines,VN6513,09:40:00 01/04/2021,10:45:00 01/04/2021,459000,676000,1135000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-R
vna16169854804,vna,Vietnam Airlines,VN1825,09:45:00 01/04/2021,10:50:00 01/04/2021,1209000,741000,1950000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-S
vna16169854845,vna,Vietnam Airlines,VN1835,10:30:00 01/04/2021,11:35:00 01/04/2021,609000,681000,1290000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-N
vna16169854876,vna,Pacific Airlines,VN6515,11:45:00 01/04/2021,12:55:00 01/04/2021,259000,666000,925000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-E
vna16169854907,vna,Vietnam Airlines,VN1831,12:25:00 01/04/2021,13:30:00 01/04/2021,409000,671000,1080000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-T
vj16169854943,vj,Vietjet,VJ331,13:00:00 01/04/2021,14:00:00 01/04/2021,329000,653900,982900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vta16169854970,vta,Vietravel Airlines,VU 301,13:00:00 01/04/2021,14:05:00 01/04/2021,150000,646000,796000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Cregow (C) - Vé không hoàn
vna16169855008,vna,Vietnam Airlines,VN1827,13:05:00 01/04/2021,14:00:00 01/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-E
vj16169855044,vj,Vietjet,VJ327,13:55:00 01/04/2021,14:55:00 01/04/2021,249000,655900,904900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16169855079,vna,Pacific Airlines,VN6517,14:05:00 01/04/2021,15:10:00 01/04/2021,149000,655000,804000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vna161698551010,vna,Vietnam Airlines,VN1829,15:40:00 01/04/2021,16:45:00 01/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-E
qh16169855141,qh,Bamboo Airways,QH1523,16:50:00 01/04/2021,17:50:00 01/04/2021,99000,662000,761000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco Saver
vta16169855171,vta,Vietravel Airlines,VU 329,17:05:00 01/04/2021,18:10:00 01/04/2021,50000,646000,696000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Aregow (A) - Vé không hoàn
vj16169855205,vj,Vietjet,VJ329,17:35:00 01/04/2021,18:40:00 01/04/2021,938000,704800,1642800,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),SkyBoss
vna161698552511,vna,Pacific Airlines,VN6519,17:50:00 01/04/2021,18:55:00 01/04/2021,149000,655000,804000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vna161698552712,vna,Vietnam Airlines,VN7837,18:45:00 01/04/2021,19:50:00 01/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vna161698553013,vna,Vietnam Airlines,VN7087,20:50:00 01/04/2021,21:55:00 01/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vj16169855430,vj,Vietjet,VJ320,07:35:00 01/04/2021,08:40:00 01/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169855480,vna,Vietnam Airlines,VN7086,07:55:00 01/04/2021,09:05:00 01/04/2021,309000,661000,970000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-E
vna16169855511,vna,Pacific Airlines,VN6510,08:45:00 01/04/2021,09:55:00 01/04/2021,49000,655000,704000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169855552,vna,Vietnam Airlines,VN1822,08:50:00 01/04/2021,09:50:00 01/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169855581,vj,Vietjet,VJ338,09:05:00 01/04/2021,10:10:00 01/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169855610,qh,Bamboo Airways,QH1522,10:40:00 01/04/2021,11:40:00 01/04/2021,49000,657000,706000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16169855653,vna,Pacific Airlines,VN6512,11:20:00 01/04/2021,12:20:00 01/04/2021,49000,655000,704000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169855682,vj,Vietjet,VJ322,11:45:00 01/04/2021,12:45:00 01/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169855714,vna,Vietnam Airlines,VN1824,11:55:00 01/04/2021,13:05:00 01/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169855755,vna,Vietnam Airlines,VN1834,12:25:00 01/04/2021,13:35:00 01/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169855786,vna,Pacific Airlines,VN6514,13:35:00 01/04/2021,14:45:00 01/04/2021,49000,655000,704000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169855817,vna,Vietnam Airlines,VN1830,14:35:00 01/04/2021,15:45:00 01/04/2021,199000,660000,859000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vta16169855850,vta,Vietravel Airlines,VU 300,14:45:00 01/04/2021,15:50:00 01/04/2021,50000,646000,696000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
